calendar_year,month,month_number,state_code,state,vehicle_category,fuel_group,fuel_type,registrations,monthly_state_row_total,source,scraped_at
2021,2021-01,1,AN,Andaman & Nicobar Island,HEAVY GOODS VEHICLE,Diesel,DIESEL,3,3,state_category_fuel_month,2026-05-15T15:54:51
2021,2021-01,1,AN,Andaman & Nicobar Island,HEAVY PASSENGER VEHICLE,EV,ELECTRIC(BOV),14,14,state_category_fuel_month,2026-05-15T15:54:51
2021,2021-01,1,AN,Andaman & Nicobar Island,LIGHT GOODS VEHICLE,Diesel,DIESEL,12,12,state_category_fuel_month,2026-05-15T15:54:51
2021,2021-01,1,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Diesel,DIESEL,11,119,state_category_fuel_month,2026-05-15T15:54:51
2021,2021-01,1,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Hybrid,PETROL/HYBRID,1,119,state_category_fuel_month,2026-05-15T15:54:51
2021,2021-01,1,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Petrol,PETROL,107,119,state_category_fuel_month,2026-05-15T15:54:51
2021,2021-01,1,AN,Andaman & Nicobar Island,LIGHT PASSENGER VEHICLE,Petrol,PETROL,1,1,state_category_fuel_month,2026-05-15T15:54:51
2021,2021-01,1,AN,Andaman & Nicobar Island,MEDIUM GOODS VEHICLE,Diesel,DIESEL,2,2,state_category_fuel_month,2026-05-15T15:54:51
2021,2021-01,1,AN,Andaman & Nicobar Island,THREE WHEELER(T),EV,ELECTRIC(BOV),1,3,state_category_fuel_month,2026-05-15T15:54:51
2021,2021-01,1,AN,Andaman & Nicobar Island,THREE WHEELER(T),Petrol,PETROL,2,3,state_category_fuel_month,2026-05-15T15:54:51
2021,2021-01,1,AN,Andaman & Nicobar Island,TWO WHEELER(NT),Petrol,PETROL,371,371,state_category_fuel_month,2026-05-15T15:54:51
2021,2021-02,2,AN,Andaman & Nicobar Island,HEAVY GOODS VEHICLE,Diesel,DIESEL,11,11,state_category_fuel_month,2026-05-15T15:54:53
2021,2021-02,2,AN,Andaman & Nicobar Island,HEAVY MOTOR VEHICLE,Diesel,DIESEL,1,1,state_category_fuel_month,2026-05-15T15:54:53
2021,2021-02,2,AN,Andaman & Nicobar Island,HEAVY PASSENGER VEHICLE,EV,ELECTRIC(BOV),26,26,state_category_fuel_month,2026-05-15T15:54:53
2021,2021-02,2,AN,Andaman & Nicobar Island,LIGHT GOODS VEHICLE,Diesel,DIESEL,5,5,state_category_fuel_month,2026-05-15T15:54:53
2021,2021-02,2,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Diesel,DIESEL,16,101,state_category_fuel_month,2026-05-15T15:54:53
2021,2021-02,2,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Hybrid,PETROL/HYBRID,2,101,state_category_fuel_month,2026-05-15T15:54:53
2021,2021-02,2,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Petrol,PETROL,83,101,state_category_fuel_month,2026-05-15T15:54:53
2021,2021-02,2,AN,Andaman & Nicobar Island,LIGHT PASSENGER VEHICLE,Diesel,DIESEL,8,9,state_category_fuel_month,2026-05-15T15:54:53
2021,2021-02,2,AN,Andaman & Nicobar Island,LIGHT PASSENGER VEHICLE,Petrol,PETROL,1,9,state_category_fuel_month,2026-05-15T15:54:53
2021,2021-02,2,AN,Andaman & Nicobar Island,MEDIUM GOODS VEHICLE,Diesel,DIESEL,3,3,state_category_fuel_month,2026-05-15T15:54:53
2021,2021-02,2,AN,Andaman & Nicobar Island,THREE WHEELER(T),Diesel,DIESEL,2,14,state_category_fuel_month,2026-05-15T15:54:53
2021,2021-02,2,AN,Andaman & Nicobar Island,THREE WHEELER(T),Petrol,PETROL,12,14,state_category_fuel_month,2026-05-15T15:54:53
2021,2021-02,2,AN,Andaman & Nicobar Island,TWO WHEELER(NT),Petrol,PETROL,373,373,state_category_fuel_month,2026-05-15T15:54:53
2021,2021-03,3,AN,Andaman & Nicobar Island,HEAVY GOODS VEHICLE,Diesel,DIESEL,12,12,state_category_fuel_month,2026-05-15T15:54:54
2021,2021-03,3,AN,Andaman & Nicobar Island,LIGHT GOODS VEHICLE,Diesel,DIESEL,8,8,state_category_fuel_month,2026-05-15T15:54:54
2021,2021-03,3,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Diesel,DIESEL,12,124,state_category_fuel_month,2026-05-15T15:54:54
2021,2021-03,3,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,EV,ELECTRIC(BOV),2,124,state_category_fuel_month,2026-05-15T15:54:54
2021,2021-03,3,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Hybrid,PETROL/HYBRID,1,124,state_category_fuel_month,2026-05-15T15:54:54
2021,2021-03,3,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Petrol,PETROL,109,124,state_category_fuel_month,2026-05-15T15:54:54
2021,2021-03,3,AN,Andaman & Nicobar Island,LIGHT PASSENGER VEHICLE,Diesel,DIESEL,1,3,state_category_fuel_month,2026-05-15T15:54:54
2021,2021-03,3,AN,Andaman & Nicobar Island,LIGHT PASSENGER VEHICLE,Hybrid,PETROL/HYBRID,1,3,state_category_fuel_month,2026-05-15T15:54:54
2021,2021-03,3,AN,Andaman & Nicobar Island,LIGHT PASSENGER VEHICLE,Petrol,PETROL,1,3,state_category_fuel_month,2026-05-15T15:54:54
2021,2021-03,3,AN,Andaman & Nicobar Island,MEDIUM GOODS VEHICLE,Diesel,DIESEL,1,1,state_category_fuel_month,2026-05-15T15:54:54
2021,2021-03,3,AN,Andaman & Nicobar Island,THREE WHEELER(T),Diesel,DIESEL,1,44,state_category_fuel_month,2026-05-15T15:54:54
2021,2021-03,3,AN,Andaman & Nicobar Island,THREE WHEELER(T),EV,ELECTRIC(BOV),29,44,state_category_fuel_month,2026-05-15T15:54:54
2021,2021-03,3,AN,Andaman & Nicobar Island,THREE WHEELER(T),Petrol,PETROL,14,44,state_category_fuel_month,2026-05-15T15:54:54
2021,2021-03,3,AN,Andaman & Nicobar Island,TWO WHEELER(NT),Diesel,DIESEL,1,444,state_category_fuel_month,2026-05-15T15:54:54
2021,2021-03,3,AN,Andaman & Nicobar Island,TWO WHEELER(NT),Petrol,PETROL,443,444,state_category_fuel_month,2026-05-15T15:54:54
2021,2021-04,4,AN,Andaman & Nicobar Island,HEAVY GOODS VEHICLE,Diesel,DIESEL,10,10,state_category_fuel_month,2026-05-15T15:54:55
2021,2021-04,4,AN,Andaman & Nicobar Island,HEAVY MOTOR VEHICLE,Diesel,DIESEL,1,1,state_category_fuel_month,2026-05-15T15:54:55
2021,2021-04,4,AN,Andaman & Nicobar Island,LIGHT GOODS VEHICLE,Diesel,DIESEL,16,17,state_category_fuel_month,2026-05-15T15:54:55
2021,2021-04,4,AN,Andaman & Nicobar Island,LIGHT GOODS VEHICLE,Petrol,PETROL,1,17,state_category_fuel_month,2026-05-15T15:54:55
2021,2021-04,4,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Diesel,DIESEL,12,161,state_category_fuel_month,2026-05-15T15:54:55
2021,2021-04,4,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,EV,ELECTRIC(BOV),9,161,state_category_fuel_month,2026-05-15T15:54:55
2021,2021-04,4,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Hybrid,PETROL/HYBRID,3,161,state_category_fuel_month,2026-05-15T15:54:55
2021,2021-04,4,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Petrol,PETROL,137,161,state_category_fuel_month,2026-05-15T15:54:55
2021,2021-04,4,AN,Andaman & Nicobar Island,LIGHT PASSENGER VEHICLE,Diesel,DIESEL,1,4,state_category_fuel_month,2026-05-15T15:54:55
2021,2021-04,4,AN,Andaman & Nicobar Island,LIGHT PASSENGER VEHICLE,Hybrid,PETROL/HYBRID,1,4,state_category_fuel_month,2026-05-15T15:54:55
2021,2021-04,4,AN,Andaman & Nicobar Island,LIGHT PASSENGER VEHICLE,Petrol,PETROL,2,4,state_category_fuel_month,2026-05-15T15:54:55
2021,2021-04,4,AN,Andaman & Nicobar Island,MEDIUM GOODS VEHICLE,Diesel,DIESEL,2,2,state_category_fuel_month,2026-05-15T15:54:55
2021,2021-04,4,AN,Andaman & Nicobar Island,OTHER THAN MENTIONED ABOVE,Diesel,DIESEL,1,1,state_category_fuel_month,2026-05-15T15:54:55
2021,2021-04,4,AN,Andaman & Nicobar Island,THREE WHEELER(T),Diesel,DIESEL,3,22,state_category_fuel_month,2026-05-15T15:54:55
2021,2021-04,4,AN,Andaman & Nicobar Island,THREE WHEELER(T),Petrol,PETROL,19,22,state_category_fuel_month,2026-05-15T15:54:55
2021,2021-04,4,AN,Andaman & Nicobar Island,TWO WHEELER(NT),Petrol,PETROL,510,510,state_category_fuel_month,2026-05-15T15:54:55
2021,2021-05,5,AN,Andaman & Nicobar Island,LIGHT GOODS VEHICLE,Diesel,DIESEL,1,1,state_category_fuel_month,2026-05-15T15:54:57
2021,2021-05,5,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Petrol,PETROL,1,1,state_category_fuel_month,2026-05-15T15:54:57
2021,2021-05,5,AN,Andaman & Nicobar Island,MEDIUM MOTOR VEHICLE,Diesel,DIESEL,2,2,state_category_fuel_month,2026-05-15T15:54:57
2021,2021-05,5,AN,Andaman & Nicobar Island,TWO WHEELER(NT),Petrol,PETROL,4,4,state_category_fuel_month,2026-05-15T15:54:57
2021,2021-06,6,AN,Andaman & Nicobar Island,HEAVY GOODS VEHICLE,Diesel,DIESEL,2,2,state_category_fuel_month,2026-05-15T15:54:58
2021,2021-06,6,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Petrol,PETROL,2,2,state_category_fuel_month,2026-05-15T15:54:58
2021,2021-06,6,AN,Andaman & Nicobar Island,LIGHT PASSENGER VEHICLE,Diesel,DIESEL,1,1,state_category_fuel_month,2026-05-15T15:54:58
2021,2021-06,6,AN,Andaman & Nicobar Island,TWO WHEELER(NT),Petrol,PETROL,1,1,state_category_fuel_month,2026-05-15T15:54:58
2021,2021-07,7,AN,Andaman & Nicobar Island,HEAVY GOODS VEHICLE,Diesel,DIESEL,17,17,state_category_fuel_month,2026-05-15T15:54:59
2021,2021-07,7,AN,Andaman & Nicobar Island,LIGHT GOODS VEHICLE,Diesel,DIESEL,16,16,state_category_fuel_month,2026-05-15T15:54:59
2021,2021-07,7,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Diesel,DIESEL,32,172,state_category_fuel_month,2026-05-15T15:54:59
2021,2021-07,7,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,EV,ELECTRIC(BOV),8,172,state_category_fuel_month,2026-05-15T15:54:59
2021,2021-07,7,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Hybrid,PETROL/HYBRID,2,172,state_category_fuel_month,2026-05-15T15:54:59
2021,2021-07,7,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Petrol,PETROL,130,172,state_category_fuel_month,2026-05-15T15:54:59
2021,2021-07,7,AN,Andaman & Nicobar Island,LIGHT PASSENGER VEHICLE,Diesel,DIESEL,5,11,state_category_fuel_month,2026-05-15T15:54:59
2021,2021-07,7,AN,Andaman & Nicobar Island,LIGHT PASSENGER VEHICLE,Petrol,PETROL,6,11,state_category_fuel_month,2026-05-15T15:54:59
2021,2021-07,7,AN,Andaman & Nicobar Island,THREE WHEELER(T),Diesel,DIESEL,1,12,state_category_fuel_month,2026-05-15T15:54:59
2021,2021-07,7,AN,Andaman & Nicobar Island,THREE WHEELER(T),Petrol,PETROL,11,12,state_category_fuel_month,2026-05-15T15:54:59
2021,2021-07,7,AN,Andaman & Nicobar Island,TWO WHEELER(NT),Petrol,PETROL,462,462,state_category_fuel_month,2026-05-15T15:54:59
2021,2021-08,8,AN,Andaman & Nicobar Island,HEAVY GOODS VEHICLE,Diesel,DIESEL,6,6,state_category_fuel_month,2026-05-15T15:55:01
2021,2021-08,8,AN,Andaman & Nicobar Island,LIGHT GOODS VEHICLE,Diesel,DIESEL,13,13,state_category_fuel_month,2026-05-15T15:55:01
2021,2021-08,8,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Diesel,DIESEL,14,106,state_category_fuel_month,2026-05-15T15:55:01
2021,2021-08,8,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,EV,ELECTRIC(BOV),1,106,state_category_fuel_month,2026-05-15T15:55:01
2021,2021-08,8,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Petrol,PETROL,91,106,state_category_fuel_month,2026-05-15T15:55:01
2021,2021-08,8,AN,Andaman & Nicobar Island,LIGHT PASSENGER VEHICLE,Petrol,PETROL,4,4,state_category_fuel_month,2026-05-15T15:55:01
2021,2021-08,8,AN,Andaman & Nicobar Island,MEDIUM GOODS VEHICLE,Diesel,DIESEL,1,1,state_category_fuel_month,2026-05-15T15:55:01
2021,2021-08,8,AN,Andaman & Nicobar Island,THREE WHEELER(T),Diesel,DIESEL,3,9,state_category_fuel_month,2026-05-15T15:55:01
2021,2021-08,8,AN,Andaman & Nicobar Island,THREE WHEELER(T),Petrol,PETROL,6,9,state_category_fuel_month,2026-05-15T15:55:01
2021,2021-08,8,AN,Andaman & Nicobar Island,TWO WHEELER(NT),Petrol,PETROL,403,403,state_category_fuel_month,2026-05-15T15:55:01
2021,2021-09,9,AN,Andaman & Nicobar Island,HEAVY GOODS VEHICLE,Diesel,DIESEL,6,6,state_category_fuel_month,2026-05-15T15:55:02
2021,2021-09,9,AN,Andaman & Nicobar Island,HEAVY MOTOR VEHICLE,Diesel,DIESEL,3,3,state_category_fuel_month,2026-05-15T15:55:02
2021,2021-09,9,AN,Andaman & Nicobar Island,LIGHT GOODS VEHICLE,Diesel,DIESEL,10,10,state_category_fuel_month,2026-05-15T15:55:02
2021,2021-09,9,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Diesel,DIESEL,12,85,state_category_fuel_month,2026-05-15T15:55:02
2021,2021-09,9,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Hybrid,PETROL/HYBRID,1,85,state_category_fuel_month,2026-05-15T15:55:02
2021,2021-09,9,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Petrol,PETROL,72,85,state_category_fuel_month,2026-05-15T15:55:02
2021,2021-09,9,AN,Andaman & Nicobar Island,LIGHT PASSENGER VEHICLE,Hybrid,PETROL/HYBRID,1,1,state_category_fuel_month,2026-05-15T15:55:02
2021,2021-09,9,AN,Andaman & Nicobar Island,MEDIUM GOODS VEHICLE,Diesel,DIESEL,1,1,state_category_fuel_month,2026-05-15T15:55:02
2021,2021-09,9,AN,Andaman & Nicobar Island,MEDIUM MOTOR VEHICLE,Diesel,DIESEL,1,1,state_category_fuel_month,2026-05-15T15:55:02
2021,2021-09,9,AN,Andaman & Nicobar Island,OTHER THAN MENTIONED ABOVE,Diesel,DIESEL,10,10,state_category_fuel_month,2026-05-15T15:55:02
2021,2021-09,9,AN,Andaman & Nicobar Island,THREE WHEELER(T),Diesel,DIESEL,1,8,state_category_fuel_month,2026-05-15T15:55:02
2021,2021-09,9,AN,Andaman & Nicobar Island,THREE WHEELER(T),Petrol,PETROL,7,8,state_category_fuel_month,2026-05-15T15:55:02
2021,2021-09,9,AN,Andaman & Nicobar Island,TWO WHEELER(NT),Petrol,PETROL,324,324,state_category_fuel_month,2026-05-15T15:55:02
2021,2021-10,10,AN,Andaman & Nicobar Island,HEAVY GOODS VEHICLE,Diesel,DIESEL,9,9,state_category_fuel_month,2026-05-15T15:55:04
2021,2021-10,10,AN,Andaman & Nicobar Island,LIGHT GOODS VEHICLE,Diesel,DIESEL,10,11,state_category_fuel_month,2026-05-15T15:55:04
2021,2021-10,10,AN,Andaman & Nicobar Island,LIGHT GOODS VEHICLE,Petrol,PETROL,1,11,state_category_fuel_month,2026-05-15T15:55:04
2021,2021-10,10,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Diesel,DIESEL,5,67,state_category_fuel_month,2026-05-15T15:55:04
2021,2021-10,10,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Petrol,PETROL,62,67,state_category_fuel_month,2026-05-15T15:55:04
2021,2021-10,10,AN,Andaman & Nicobar Island,LIGHT PASSENGER VEHICLE,Diesel,DIESEL,1,4,state_category_fuel_month,2026-05-15T15:55:04
2021,2021-10,10,AN,Andaman & Nicobar Island,LIGHT PASSENGER VEHICLE,EV,ELECTRIC(BOV),1,4,state_category_fuel_month,2026-05-15T15:55:04
2021,2021-10,10,AN,Andaman & Nicobar Island,LIGHT PASSENGER VEHICLE,Hybrid,PETROL/HYBRID,1,4,state_category_fuel_month,2026-05-15T15:55:04
2021,2021-10,10,AN,Andaman & Nicobar Island,LIGHT PASSENGER VEHICLE,Petrol,PETROL,1,4,state_category_fuel_month,2026-05-15T15:55:04
2021,2021-10,10,AN,Andaman & Nicobar Island,MEDIUM GOODS VEHICLE,Diesel,DIESEL,1,1,state_category_fuel_month,2026-05-15T15:55:04
2021,2021-10,10,AN,Andaman & Nicobar Island,THREE WHEELER(T),Diesel,DIESEL,3,12,state_category_fuel_month,2026-05-15T15:55:04
2021,2021-10,10,AN,Andaman & Nicobar Island,THREE WHEELER(T),Petrol,PETROL,9,12,state_category_fuel_month,2026-05-15T15:55:04
2021,2021-10,10,AN,Andaman & Nicobar Island,TWO WHEELER(NT),Petrol,PETROL,358,358,state_category_fuel_month,2026-05-15T15:55:04
2021,2021-11,11,AN,Andaman & Nicobar Island,HEAVY GOODS VEHICLE,Diesel,DIESEL,13,13,state_category_fuel_month,2026-05-15T15:55:05
2021,2021-11,11,AN,Andaman & Nicobar Island,LIGHT GOODS VEHICLE,Diesel,DIESEL,15,15,state_category_fuel_month,2026-05-15T15:55:05
2021,2021-11,11,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Diesel,DIESEL,9,125,state_category_fuel_month,2026-05-15T15:55:05
2021,2021-11,11,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Petrol,PETROL,116,125,state_category_fuel_month,2026-05-15T15:55:05
2021,2021-11,11,AN,Andaman & Nicobar Island,LIGHT PASSENGER VEHICLE,Diesel,DIESEL,5,5,state_category_fuel_month,2026-05-15T15:55:05
2021,2021-11,11,AN,Andaman & Nicobar Island,MEDIUM GOODS VEHICLE,Diesel,DIESEL,3,3,state_category_fuel_month,2026-05-15T15:55:05
2021,2021-11,11,AN,Andaman & Nicobar Island,MEDIUM MOTOR VEHICLE,Diesel,DIESEL,1,1,state_category_fuel_month,2026-05-15T15:55:05
2021,2021-11,11,AN,Andaman & Nicobar Island,OTHER THAN MENTIONED ABOVE,Diesel,DIESEL,1,1,state_category_fuel_month,2026-05-15T15:55:05
2021,2021-11,11,AN,Andaman & Nicobar Island,THREE WHEELER(T),Diesel,DIESEL,5,15,state_category_fuel_month,2026-05-15T15:55:05
2021,2021-11,11,AN,Andaman & Nicobar Island,THREE WHEELER(T),Petrol,PETROL,10,15,state_category_fuel_month,2026-05-15T15:55:05
2021,2021-11,11,AN,Andaman & Nicobar Island,TWO WHEELER(NT),Petrol,PETROL,408,408,state_category_fuel_month,2026-05-15T15:55:05
2021,2021-12,12,AN,Andaman & Nicobar Island,HEAVY GOODS VEHICLE,Diesel,DIESEL,7,7,state_category_fuel_month,2026-05-15T15:55:06
2021,2021-12,12,AN,Andaman & Nicobar Island,LIGHT GOODS VEHICLE,Diesel,DIESEL,22,22,state_category_fuel_month,2026-05-15T15:55:06
2021,2021-12,12,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Diesel,DIESEL,18,121,state_category_fuel_month,2026-05-15T15:55:06
2021,2021-12,12,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,EV,ELECTRIC(BOV),1,121,state_category_fuel_month,2026-05-15T15:55:06
2021,2021-12,12,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Petrol,PETROL,102,121,state_category_fuel_month,2026-05-15T15:55:06
2021,2021-12,12,AN,Andaman & Nicobar Island,LIGHT PASSENGER VEHICLE,Diesel,DIESEL,6,7,state_category_fuel_month,2026-05-15T15:55:06
2021,2021-12,12,AN,Andaman & Nicobar Island,LIGHT PASSENGER VEHICLE,Petrol,PETROL,1,7,state_category_fuel_month,2026-05-15T15:55:06
2021,2021-12,12,AN,Andaman & Nicobar Island,THREE WHEELER(T),Diesel,DIESEL,3,14,state_category_fuel_month,2026-05-15T15:55:06
2021,2021-12,12,AN,Andaman & Nicobar Island,THREE WHEELER(T),Petrol,PETROL,11,14,state_category_fuel_month,2026-05-15T15:55:06
2021,2021-12,12,AN,Andaman & Nicobar Island,TWO WHEELER(NT),Petrol,PETROL,373,373,state_category_fuel_month,2026-05-15T15:55:06
2022,2022-01,1,AN,Andaman & Nicobar Island,HEAVY GOODS VEHICLE,Diesel,DIESEL,5,5,state_category_fuel_month,2026-05-15T15:55:12
2022,2022-01,1,AN,Andaman & Nicobar Island,LIGHT GOODS VEHICLE,Diesel,DIESEL,20,20,state_category_fuel_month,2026-05-15T15:55:12
2022,2022-01,1,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Diesel,DIESEL,10,87,state_category_fuel_month,2026-05-15T15:55:12
2022,2022-01,1,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Petrol,PETROL,77,87,state_category_fuel_month,2026-05-15T15:55:12
2022,2022-01,1,AN,Andaman & Nicobar Island,LIGHT PASSENGER VEHICLE,Diesel,DIESEL,2,2,state_category_fuel_month,2026-05-15T15:55:12
2022,2022-01,1,AN,Andaman & Nicobar Island,MEDIUM GOODS VEHICLE,Diesel,DIESEL,2,2,state_category_fuel_month,2026-05-15T15:55:12
2022,2022-01,1,AN,Andaman & Nicobar Island,THREE WHEELER(T),Diesel,DIESEL,2,20,state_category_fuel_month,2026-05-15T15:55:12
2022,2022-01,1,AN,Andaman & Nicobar Island,THREE WHEELER(T),Petrol,PETROL,18,20,state_category_fuel_month,2026-05-15T15:55:12
2022,2022-01,1,AN,Andaman & Nicobar Island,TWO WHEELER(NT),Petrol,PETROL,334,334,state_category_fuel_month,2026-05-15T15:55:12
2022,2022-01,1,AN,Andaman & Nicobar Island,TWO WHEELER(T),Petrol,PETROL,1,1,state_category_fuel_month,2026-05-15T15:55:12
2022,2022-02,2,AN,Andaman & Nicobar Island,HEAVY GOODS VEHICLE,Diesel,DIESEL,5,5,state_category_fuel_month,2026-05-15T15:55:14
2022,2022-02,2,AN,Andaman & Nicobar Island,LIGHT GOODS VEHICLE,Diesel,DIESEL,10,11,state_category_fuel_month,2026-05-15T15:55:14
2022,2022-02,2,AN,Andaman & Nicobar Island,LIGHT GOODS VEHICLE,Petrol,PETROL,1,11,state_category_fuel_month,2026-05-15T15:55:14
2022,2022-02,2,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Diesel,DIESEL,13,110,state_category_fuel_month,2026-05-15T15:55:14
2022,2022-02,2,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Petrol,PETROL,97,110,state_category_fuel_month,2026-05-15T15:55:14
2022,2022-02,2,AN,Andaman & Nicobar Island,LIGHT PASSENGER VEHICLE,Diesel,DIESEL,1,3,state_category_fuel_month,2026-05-15T15:55:14
2022,2022-02,2,AN,Andaman & Nicobar Island,LIGHT PASSENGER VEHICLE,Petrol,PETROL,2,3,state_category_fuel_month,2026-05-15T15:55:14
2022,2022-02,2,AN,Andaman & Nicobar Island,THREE WHEELER(T),Diesel,DIESEL,11,22,state_category_fuel_month,2026-05-15T15:55:14
2022,2022-02,2,AN,Andaman & Nicobar Island,THREE WHEELER(T),Petrol,PETROL,11,22,state_category_fuel_month,2026-05-15T15:55:14
2022,2022-02,2,AN,Andaman & Nicobar Island,TWO WHEELER(NT),Petrol,PETROL,385,385,state_category_fuel_month,2026-05-15T15:55:14
2022,2022-03,3,AN,Andaman & Nicobar Island,HEAVY GOODS VEHICLE,Diesel,DIESEL,6,6,state_category_fuel_month,2026-05-15T15:55:15
2022,2022-03,3,AN,Andaman & Nicobar Island,LIGHT GOODS VEHICLE,Diesel,DIESEL,21,21,state_category_fuel_month,2026-05-15T15:55:15
2022,2022-03,3,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Diesel,DIESEL,12,106,state_category_fuel_month,2026-05-15T15:55:15
2022,2022-03,3,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,EV,ELECTRIC(BOV),2,106,state_category_fuel_month,2026-05-15T15:55:15
2022,2022-03,3,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Petrol,PETROL,92,106,state_category_fuel_month,2026-05-15T15:55:15
2022,2022-03,3,AN,Andaman & Nicobar Island,LIGHT PASSENGER VEHICLE,Petrol,PETROL,1,1,state_category_fuel_month,2026-05-15T15:55:15
2022,2022-03,3,AN,Andaman & Nicobar Island,THREE WHEELER(T),Diesel,DIESEL,6,18,state_category_fuel_month,2026-05-15T15:55:15
2022,2022-03,3,AN,Andaman & Nicobar Island,THREE WHEELER(T),Petrol,PETROL,12,18,state_category_fuel_month,2026-05-15T15:55:15
2022,2022-03,3,AN,Andaman & Nicobar Island,TWO WHEELER(NT),Petrol,PETROL,383,383,state_category_fuel_month,2026-05-15T15:55:15
2022,2022-04,4,AN,Andaman & Nicobar Island,HEAVY GOODS VEHICLE,Diesel,DIESEL,10,10,state_category_fuel_month,2026-05-15T15:55:15
2022,2022-04,4,AN,Andaman & Nicobar Island,LIGHT GOODS VEHICLE,Diesel,DIESEL,29,29,state_category_fuel_month,2026-05-15T15:55:15
2022,2022-04,4,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Diesel,DIESEL,17,144,state_category_fuel_month,2026-05-15T15:55:15
2022,2022-04,4,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,EV,ELECTRIC(BOV),1,144,state_category_fuel_month,2026-05-15T15:55:15
2022,2022-04,4,AN,Andaman & Nicobar Island,LIGHT MOTOR VEHICLE,Petrol,PETROL,126,144,state_category_fuel_month,2026-05-15T15:55:15
2022,2022-04,4,AN,Andaman & Nicobar Island,LIGHT PASSENGER VEHICLE,Diesel,DIESEL,2,2,state_category_fuel_month,2026-05-15T15:55:15
2022,2022-04,4,AN,Andaman & Nicobar Island,MEDIUM GOODS VEHICLE,Diesel,DIESEL,1,1,state_category_fuel_month,2026-05-15T15:55:15
2022,2022-04,4,AN,Andaman & Nicobar Island,OTHER THAN MENTIONED ABOVE,Diesel,DIESEL,1,1,state_category_fuel_month,2026-05-15T15:55:15
2022,2022-04,4,AN,Andaman & Nicobar Island,THREE WHEELER(T),Diesel,DIESEL,8,18,state_category_fuel_month,2026-05-15T15:55:15
2022,2022-04,4,AN,Andaman & Nicobar Island,THREE WHEELER(T),Petrol,PETROL,10,18,state_category_fuel_month,2026-05-15T15:55:15
2022,2022-04,4,AN,Andaman & Nicobar Island,TWO WHEELER(NT),Petrol,PETROL,410,410,state_category_fuel_month,2026-05-15T15:55:15
2022,2022-05,5,AN,Andaman & Nicobar Island,HEAVY GOODS VEHICLE,Diesel,DIESEL,5,5,state_category_fuel_month,2026-05-15T15:55:16
2022,2022-05,5,AN,Andaman & Nicobar Island,LIGHT GOODS VEHICLE,Diesel,DIESEL,28,29,state_category_fuel_month,2026-05-15T15:55:16
2022,2022-05,5,AN,Andaman & Nicobar Island,LIGHT GOODS VEHICLE,Petrol,PETROL,1,29,state_category_fuel_month,2026-05-15T15:55:16
